20240715 050900;172.178000;172.185000;172.174000;172.179000;0
20240715 051000;172.178000;172.184000;172.155000;172.166000;0
20240715 051100;172.166000;172.169000;172.116000;172.116000;0
20240715 051200;172.113000;172.128000;172.109000;172.113000;0
20240715 051300;172.113000;172.156000;172.112000;172.144000;0
20240715 051400;172.142000;172.161000;172.140000;172.145000;0
20240715 051500;172.145000;172.168000;172.145000;172.166000;0
20240715 051600;172.167000;172.169000;172.148000;172.165000;0
20240715 051700;172.175000;172.213000;172.171000;172.209000;0
20240715 051800;172.211000;172.223000;172.200000;172.212000;0
20240715 051900;172.213000;172.214000;172.176000;172.176000;0
20240715 052000;172.179000;172.194000;172.165000;172.165000;0
20240715 052100;172.164000;172.179000;172.158000;172.176000;0
20240715 052200;172.175000;172.213000;172.174000;172.213000;0
20240715 052300;172.213000;172.259000;172.213000;172.257000;0
20240715 052400;172.258000;172.258000;172.235000;172.244000;0
20240715 052500;172.245000;172.256000;172.239000;172.251000;0
20240715 052600;172.254000;172.254000;172.230000;172.241000;0
20240715 052700;172.240000;172.257000;172.229000;172.229000;0
20240715 052800;172.230000;172.243000;172.226000;172.226000;0
20240715 052900;172.226000;172.267000;172.224000;172.255000;0
20240715 053000;172.257000;172.277000;172.245000;172.252000;0
20240715 053100;172.249000;172.294000;172.244000;172.294000;0
20240715 053200;172.296000;172.296000;172.280000;172.288000;0
20240715 053300;172.287000;172.296000;172.281000;172.281000;0
20240715 053400;172.282000;172.295000;172.263000;172.268000;0
20240715 053500;172.272000;172.326000;172.260000;172.325000;0
20240715 053600;172.324000;172.348000;172.320000;172.347000;0
20240715 053700;172.348000;172.365000;172.328000;172.364000;0
20240715 053800;172.364000;172.369000;172.332000;172.332000;0
20240715 053900;172.333000;172.351000;172.326000;172.332000;0
20240715 054000;172.332000;172.338000;172.295000;172.295000;0
20240715 054100;172.293000;172.299000;172.287000;172.295000;0
20240715 054200;172.294000;172.329000;172.289000;172.313000;0
20240715 054300;172.311000;172.325000;172.299000;172.314000;0
20240715 054400;172.313000;172.313000;172.293000;172.300000;0
20240715 054500;172.300000;172.308000;172.283000;172.286000;0
20240715 054600;172.286000;172.289000;172.274000;172.275000;0
20240715 054700;172.272000;172.281000;172.258000;172.264000;0
20240715 054800;172.262000;172.265000;172.243000;172.258000;0
20240715 054900;172.259000;172.275000;172.259000;172.268000;0
20240715 055000;172.270000;172.302000;172.267000;172.301000;0
20240715 055100;172.302000;172.308000;172.272000;172.272000;0
20240715 055200;172.270000;172.307000;172.270000;172.301000;0
20240715 055300;172.301000;172.307000;172.287000;172.305000;0
20240715 055400;172.305000;172.323000;172.297000;172.316000;0
20240715 055500;172.318000;172.358000;172.314000;172.357000;0
20240715 055600;172.357000;172.383000;172.355000;172.382000;0
20240715 055700;172.382000;172.401000;172.371000;172.388000;0
20240715 055800;172.389000;172.389000;172.342000;172.360000;0
20240715 055900;172.359000;172.386000;172.355000;172.380000;0
20240715 060000;172.382000;172.399000;172.355000;172.375000;0
20240715 060100;172.374000;172.388000;172.361000;172.377000;0
20240715 060200;172.382000;172.438000;172.377000;172.423000;0
20240715 060300;172.421000;172.459000;172.421000;172.444000;0
20240715 060400;172.444000;172.445000;172.431000;172.437000;0
20240715 060500;172.436000;172.442000;172.400000;172.415000;0
20240715 060600;172.415000;172.452000;172.411000;172.444000;0
20240715 060700;172.444000;172.477000;172.444000;172.476000;0
20240715 060800;172.472000;172.495000;172.459000;172.465000;0
20240715 060900;172.463000;172.464000;172.439000;172.441000;0
20240715 061000;172.440000;172.448000;172.407000;172.414000;0
20240715 061100;172.414000;172.427000;172.407000;172.411000;0
20240715 061200;172.411000;172.443000;172.411000;172.438000;0
20240715 061300;172.435000;172.446000;172.432000;172.443000;0
20240715 061400;172.442000;172.442000;172.427000;172.428000;0
20240715 061500;172.427000;172.469000;172.424000;172.466000;0
20240715 061600;172.465000;172.467000;172.451000;172.467000;0
20240715 061700;172.466000;172.473000;172.459000;172.469000;0
20240715 061800;172.469000;172.472000;172.460000;172.460000;0
20240715 061900;172.459000;172.475000;172.442000;172.444000;0
20240715 062000;172.444000;172.473000;172.444000;172.446000;0
20240715 062100;172.443000;172.540000;172.440000;172.535000;0
20240715 062200;172.537000;172.555000;172.529000;172.532000;0
20240715 062300;172.532000;172.533000;172.513000;172.516000;0
20240715 062400;172.516000;172.519000;172.498000;172.503000;0
20240715 062500;172.503000;172.514000;172.471000;172.472000;0
20240715 062600;172.472000;172.494000;172.467000;172.486000;0
20240715 062700;172.484000;172.484000;172.461000;172.480000;0
20240715 062800;172.481000;172.484000;172.457000;172.457000;0
20240715 062900;172.457000;172.459000;172.447000;172.458000;0
20240715 063000;172.459000;172.472000;172.453000;172.463000;0
20240715 063100;172.461000;172.461000;172.443000;172.444000;0
20240715 063200;172.441000;172.447000;172.435000;172.447000;0
20240715 063300;172.449000;172.480000;172.447000;172.456000;0
20240715 063400;172.455000;172.457000;172.439000;172.448000;0
20240715 063500;172.449000;172.453000;172.434000;172.435000;0
20240715 063600;172.434000;172.444000;172.415000;172.417000;0
20240715 063700;172.418000;172.419000;172.380000;172.402000;0
20240715 063800;172.402000;172.410000;172.386000;172.404000;0
20240715 063900;172.402000;172.402000;172.380000;172.387000;0
20240715 064000;172.385000;172.385000;172.355000;172.378000;0
20240715 064100;172.380000;172.390000;172.375000;172.378000;0
20240715 064200;172.375000;172.386000;172.361000;172.370000;0
20240715 064300;172.369000;172.383000;172.361000;172.377000;0
20240715 064400;172.375000;172.379000;172.366000;172.375000;0
20240715 064500;172.375000;172.385000;172.369000;172.370000;0
20240715 064600;172.371000;172.374000;172.355000;172.369000;0
20240715 064700;172.369000;172.372000;172.355000;172.356000;0
20240715 064800;172.356000;172.383000;172.356000;172.365000;0
20240715 064900;172.368000;172.379000;172.364000;172.371000;0
20240715 065000;172.370000;172.393000;172.369000;172.381000;0
20240715 065100;172.380000;172.382000;172.347000;172.347000;0
20240715 065200;172.348000;172.371000;172.343000;172.368000;0
20240715 065300;172.369000;172.369000;172.341000;172.342000;0
20240715 065400;172.342000;172.345000;172.332000;172.334000;0
20240715 065500;172.336000;172.336000;172.324000;172.332000;0
20240715 065600;172.332000;172.332000;172.301000;172.304000;0
20240715 065700;172.302000;172.326000;172.299000;172.325000;0
20240715 065800;172.324000;172.334000;172.311000;172.322000;0
20240715 065900;172.323000;172.329000;172.312000;172.321000;0
20240715 070000;172.322000;172.354000;172.319000;172.353000;0
20240715 070100;172.354000;172.362000;172.346000;172.356000;0
20240715 070200;172.357000;172.383000;172.357000;172.366000;0
20240715 070300;172.371000;172.398000;172.369000;172.398000;0
20240715 070400;172.397000;172.398000;172.380000;172.387000;0
20240715 070500;172.384000;172.390000;172.376000;172.383000;0
20240715 070600;172.382000;172.409000;172.379000;172.408000;0
20240715 070700;172.407000;172.415000;172.396000;172.399000;0
20240715 070800;172.396000;172.418000;172.395000;172.408000;0
20240715 070900;172.407000;172.407000;172.376000;172.377000;0
20240715 071000;172.373000;172.373000;172.335000;172.345000;0
20240715 071100;172.344000;172.362000;172.333000;172.351000;0
20240715 071200;172.351000;172.374000;172.349000;172.362000;0
20240715 071300;172.364000;172.383000;172.363000;172.378000;0
20240715 071400;172.378000;172.378000;172.352000;172.375000;0
20240715 071500;172.376000;172.413000;172.373000;172.397000;0
20240715 071600;172.395000;172.420000;172.393000;172.402000;0
20240715 071700;172.404000;172.429000;172.404000;172.415000;0
